UID	aCap	Adventitial FB	Alveolar FB	Alveolar macrophage	Arteriole	AT1	AT2	B cells	Basal	CD4	CD8/NKT	cDC1	cDC2	Ciliated	Differentiating ciliated	gCap	Inflamed	Inflammatory monocyte	Interstitial macrophage	KRT5-/KRT17+	Lymphatic	Mast	Mesothelial	moDC	Monocyte	Monocyte-derived macrophage	MyoFB	MyoFB - Activated	NK	pDC	Pericyte	Plasma	PLIN2+ FB	PNEC	Proliferating - Epi	Proliferating - Imm	Secretory - SCGB1A1+/MUC5B+	Secretory - SCGB1A1+/SCGB3A2+	Secretory - SCGB3A2+	SMC	Systemic venous	Transitional AT2	Venule
JAM3	0.57090292	0.309972853	0.304466984	0.000230533	0.217296397	0.001707367	0.002751794	0.022243771	0.146296522	0.003352849	0.014233623	0.00453773	0.000735484	0.036423262	0.048268499	0.485928157	0.375665272	0.000724581	0.000608102	0.019110097	0.007289772	0.001026124	0.058690318	0.001021437	0.001358724	0.000539908	0.376248041	0.348492979	0.006450201	0	0.242981165	0.000960378	0.272531125	0.403651669	0.012193735	0.001560044	0.003498651	0.00394029	0.002237141	0.280970922	0.152676914	0	0.185096446
B3GALNT1	0.395786176	0.155375814	0.117927816	0.045547386	0.177928172	0.208045036	0.025516237	0.031130668	0.074432762	0.001446627	0.000578466	0.011377867	0.045402822	0.020233125	0.03204364	0.311000638	0.122525585	0.027008444	0.031513805	0.052466032	0.020948753	0.037170958	0.117027991	0.050602989	0.006383273	0.03596039	0.0716223	0.112801935	0.019995067	0.021841967	0.172291098	0.008917765	0.100255767	0.022743074	0.054020391	0.055108608	0.031141203	0.008618801	0.025979517	0.089842303	0.072279875	0.044349537	0.066359051
SASH1	1.075710347	0.388811823	0.188543802	0.180884995	0.684785977	0.200975452	0.137750791	0.017359664	0.090101971	0.006374669	0.006889504	0.00587408	0.011418646	0.123883275	0.117048095	1.003537312	1.047226967	0.235560644	0.141678893	0.118260466	0.631697655	0.041606412	0.376388381	0.095215824	0.12326731	0.161270874	0.155695715	0.174254242	0.018047714	0.011266771	0.66403856	0.005656343	0.308849457	0.010199992	0.194663123	0.077961533	0.218512905	0.123505372	0.107090317	0.244604432	0.590681862	0.132424487	0.616877608
THSD1	0.402784763	0.047979646	0.053458821	0.001359032	0.272694498	0.003607502	0.006539953	0	0.024305344	0.00728825	0.001694689	0	0.006435973	0.004732459	0.004468991	0.385853263	0.172901557	0.000864611	0.001047048	0.019251653	0.335819413	0.007839821	0.0064044	0.004419861	0.001730245	0.00228107	0	0.005185027	0.002676099	0.022214026	0.002030685	0.00301506	0.033721188	0	0.0250369	0.002428392	0.004342262	0.006766846	0.005615864	0	0.14060002	0.004548062	0.202399794
LINC01082	0.127291839	0	0.011237687	0	0.067182679	0.00050026	0.000134698	0	0	0.000900882	0	0	0	0.000675226	0	0.099718725	0	5.99E-05	0	0	0	0	0	0.000212543	0.000724568	5.06E-05	0	0	0.00025176	0	0.00083826	0	0	0	0	0	0	0	0	0	0.001629537	0	0.043663574
HTR3C	0.037443853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014300396	0	0	0	0	0.004497327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000541173	0	0.000984692
EDNRB	0.937136289	0.163231836	0.143986765	0.001629631	0.038057439	0.017083931	0.407720686	0.004218916	0.000466427	0.000429359	0.003409252	0	0.001974393	0.001031958	0.016214742	0.15796462	0.509821461	0.064177637	0.018252972	0.005746817	0.790879726	0.060617617	0.007174559	0.028392843	0.067210604	0.025625138	0.14422542	0.035662073	0.000794248	0.02205427	0.809926605	0.003148704	0.10864445	0	0.143232492	0.013742633	0.00639037	0.023886133	0.020266342	0.83488619	0.109983255	0.051297403	0.045235168
SEMA6A	0.741505817	0.083857292	0.132179053	0.000174966	0.152514321	0.003883153	0.002141345	0.000654486	0.023092928	0.000763428	0.001595846	0.010794946	0.001244408	0.000716197	0	0.748641158	0.556729732	0.001730044	0.000128566	0.002405259	0.751988391	0.012666347	0.139944562	0.002390775	0.006553189	0.001038973	0.027889886	0.040599761	0.005158436	0	0.044057369	0	0.217075972	0	0.001417423	0.001741943	0.002979756	0.00477033	0.003058024	0.042404872	0.381820101	0	0.438681865
SLC14A1	0.215862694	0	0	0	0.107802616	0.001131892	0	0.027023066	0.000692781	0.019899952	0.062988484	0.01592861	0.002174112	0.000100404	0	0.180220982	0	0.000475218	0.000550533	0	0	0.007209024	0	0	0.000216048	0.000128141	0.064890287	0	0.095402321	0.017650654	0.011007329	0.003178908	0	0	0	0.010219828	9.27E-05	0	0	0.002028414	0.002057432	0	0.033475229
TMEM204	1.012142047	0.289337967	0.407010804	0.000339989	0.562979969	0	0.001509415	0.008327011	0.00270832	0.123347558	0.175549857	0.006926595	0.025395123	0.003293817	0	0.882368299	0.412506893	0.0074337	0.004750915	0.003375743	0.553140125	0.00301782	0.000235233	0.014141845	0.00293546	0.005242611	0.441521869	0.38941177	0.104240892	0.001902321	0.631826528	0.005586603	0.0832698	0	0.008010215	0.035359989	0.001036099	0.000261995	0.000751157	0.185456475	0.509790377	0.001087093	0.61338796
GCOM1	0.236661789	0.003154411	0.00087597	0.006987372	0.056385975	0.035436886	0.002506708	0	0.005285771	0	0.002444214	0.00183793	0.001002981	0.003413203	0.004961608	0.259349806	0.251508743	0.00266381	0.001036495	0.020355394	0.126350639	0.000346757	0.000727513	0.006244249	0.000234296	0.004515113	0	0.000873869	0	0	0	0.000259873	0.006719961	0	0.004611486	0.002598754	0.002350572	0.002625397	0.007106128	0.005509114	0.003841648	0.003928398	0.025237912
HSPA12B	0.559389844	0.131559037	0.02036182	0.000376175	0.409115547	0	3.22E-05	0	0.002757439	0	0.00332974	0	0.000545644	0	0	0.533725986	0.198047614	0.000407149	0.000281419	0	0.287426674	0.000285748	0.000369586	0.000646413	0.000408331	0.001211755	0.020643354	0.145300591	0	0	0.004102405	0	0.120819618	0	0.005182311	0.001371526	0	0	0	0.000776815	0.214682837	0	0.36155377
PCDH1	0.591033986	0.000153389	0.001354101	0	0.371561581	0.070916753	0.093025309	0	0.055641542	0	0.019914294	0.00106344	0.000154444	0.144890315	0.183752968	0.471716824	0.470840696	0.000386144	0.001322544	0.168420693	0	0.000223879	0	0.001797471	0.000701241	0.00067674	0	0.000625865	0.044933298	0	0.235124168	0.009390649	0	0.073358816	0.159025336	0.000887925	0.183258635	0.144011454	0.135761263	0.279621751	0.21053352	0.093537042	0.268340538
NES	0.901902777	0.087935435	0.173409023	0.000676627	0.657824912	0	0.00090232	0.002549403	0.00044288	0.000347479	0.001150858	0.067333329	0.001812067	0.00141186	0	0.805662076	0.668113614	0.002978715	0.020075785	0.021481911	0.062300704	0.000811344	0.009643633	0.004225369	0.001128088	0.001743277	0.308614323	0.197404453	0.000254065	0	0.537495173	0.003644155	0.132085032	0	0.035238455	0.006106647	0	0.010271609	0.000953813	0.494588351	0.464274502	0.007224941	0.383020804
PODXL	1.481379945	0.061654708	0.008050365	0.007453758	1.21115645	0.051321275	0.043797084	0.015092144	0.060148955	0.006742949	0.013129451	0.013531745	0.007023576	0.03355072	0.158004672	1.453261818	1.783702323	0.007682981	0.004660772	0.257244933	0.845819582	0.002601019	0.593513647	0.013253222	0.005422392	0.005147839	0	0.001262998	0.003507072	0.002127119	0.004338122	0.002061161	0.030406516	0.058304194	0.126973379	0.007396824	0.559819868	0.150731108	0.116411946	0.001185061	0.593382499	0.080143051	0.792156387
CDH5	1.829787747	0.009213596	0.019916179	0.00049292	1.529126859	0.001071232	0.000883871	0.00507291	0.011573183	0.002566811	0.002029648	0.00404863	0.000938876	0.000827291	0.002546866	1.694526356	1.983436707	0.004725983	0.002136003	0.025948355	0.827607053	0.004807476	0.00293095	0.004288183	0.003943397	0.003120353	0	0	0.004642984	0.024289723	0.01969845	0.002563944	0.004204881	0	0.021944479	0.004279216	0.006602046	0.009354122	0.014988336	0.000362373	0.98733715	0.000737153	1.098083565
CASKIN2	0.698180595	0.026900376	0.036677164	0.004707935	0.410185862	0.068647948	0.039156849	0	0.063184212	0.000322738	0.000613891	0	0.001306147	0.02425027	0.054752108	0.682723099	1.09561659	0.00364937	0.003902444	0.065389876	0.23004472	0.0053	0.024597778	0.011092093	0.001491944	0.006069464	0.079396859	0.037846905	0	0.005840373	0.031830794	0.001484634	0.0117247	0	0.065694947	0.015209755	0.03875581	0.050476696	0.05578779	0.091992503	0.300776799	0.075724155	0.364404407
ESAM	1.961564507	0.006485764	0.001160407	0.002504795	1.361349197	0.232982429	0.589500302	0.000742179	0.002816701	0.008006599	0.006312827	0.022797645	0.012149105	0.005435837	0.007682062	1.833375674	2.075122209	0.005420415	0.005309852	0.050432023	0.195529348	0.007238239	0.005039155	0.020678475	0.005197049	0.004665705	0.081836905	0.011488256	0.008612894	0.002160234	0.872263832	0.00744949	0.020627508	0	0.165844441	0.004523379	0.006414021	0.018761372	0.093375407	0.907167257	1.197459092	0.323430491	0.966741797
HPGD	1.86835988	0.025319101	0.03968928	1.002097625	0.033313589	0.026911338	0.073621844	0.042447083	0.056012442	0.222352305	0.071584218	0.078819166	0.087969739	0.02250884	0.035147028	1.032295407	0.698674935	0.102240169	0.55258472	0.112383475	0.012717504	1.816173412	0.006568625	0.084758557	0.113545327	0.363460749	0.007493089	0.047679642	0.078421186	0.03650191	0.058405935	0.084963686	0.032688196	0	0.063314615	0.340259433	0.055160349	0.097886543	0.098274925	0.022472197	0.012705913	0.077277593	0.045781277
CYP3A5	0.295927166	0.068050453	0.062872354	0.006380731	0.00243664	0.007291372	0.032590163	0.019303155	0.031776286	0.002311687	0.003167978	0	0.003897459	0.011358905	0.003773879	0.089564247	0	0.004430705	0.001400177	0.055211058	0.004444736	0.01059584	0.094686532	0.004306076	0.001481713	0.00774175	0.036762722	0.020077617	0.008096743	0	0.041835229	0.006340212	0.01366255	0.179438875	0.009090114	0.00303202	0.019906167	0.008716223	0.004113758	0.008211662	0.004101985	0.031950775	0.006047223
S100A3	0.305098512	0.063836236	0.043373534	0.002725887	0.027295205	0.000512766	0.00138515	0	0.021708506	0.000343218	0	0.004955886	0.003459627	6.53E-05	0	0.050510955	0.274069857	0.003448292	0.02221444	0.017149587	0.015398962	0.000949265	0.081204847	0.003306911	0.001621222	0.00486871	0.035425885	0.069311845	0.00133337	0.001492637	0.07181408	0	0.097280599	0	0.006352034	0.014591285	0.004569383	0.000896334	0.004412014	0.056206067	0.036661443	0.002251816	0.028603479
JCAD	1.139216449	0.112020215	0.185354403	0.000138009	0.865915041	0	0.009212999	0	0.062896268	0.001216445	0.010368934	0	0.002474425	0.051578231	0.048977704	1.01388312	1.704554351	0.002662025	0.004624965	0.088030298	0.339439105	0.020233848	0.029551252	0.001374757	0.006618634	0.001170408	0.305440842	0.251596983	0.018550951	0.002496519	0.010129145	0.001181446	0.113915749	0	0.012238774	0.00191431	0.013093618	0.002555584	0.011385684	0.019817674	0.408455693	0.034026448	0.490696357
MYZAP	0.258046903	0.001689827	0.002357446	0.010071165	0.096309364	0.017744003	0.009567527	0	0.00117963	0.000151675	0	0	0	0.00285836	0.00539679	0.120959867	0.10453735	0.001901708	0.003100503	0.003011981	0.092882288	0	0	0.00935401	0.000234724	0.00528051	0	0	0.000284884	0.017650654	0	0	0	0.032095579	0.005274195	0.006019312	0.007192191	0.007591068	0.015820853	0	0.0050552	0.027007621	0.012424707
COLEC10	0.082348987	0	0	0	0.001369015	0.000805389	0	0	0	0	0	0	0	0.000768102	0	0	0	0	0.000562162	0	0	0.000226477	0.000652327	9.82E-05	0	3.81E-05	0	0	0	0	0.006781907	0	0	0	0	0.000174074	0.000102168	0	0.000188988	0	0	0	0.000760942
KCNN2	0.161994716	0	0	8.04E-05	0.020727834	0	0.005612145	0	0.001507323	0	0	0.009212525	0	0.002354062	0.016788144	0.03387129	0	0.000109258	0	0.008269095	0.009986972	0	0.008377868	0	0	3.93E-05	0	0	0	0	0.000434959	0.000584019	0	0	0.006148158	0.000273712	0.001183016	0.013123858	0.003677508	0	0.014493177	0.000693518	0.008834289
APLN	0.327270342	0.009143096	0	9.09E-05	0.017913112	0	0.000584447	0	0	0.000221984	0	0.002664437	0.000275913	0.000372648	0.001127443	0.010706207	0.181361129	0.000727022	0.00193672	0	0.004150507	0.000176357	0.077987342	0.000371216	0.000578265	0.0008123	0.007401541	0.008444496	0.018355055	0.002615295	0.003798445	0	0.060915971	0	0.010155957	0.000736684	0.000839089	0	0.000558512	0.001921856	0.027867056	0	0.017115798
PCDH12	0.543995871	0.000206265	0.000904547	0.001071281	0.09087629	0	0.000561367	0.004795878	0.001941937	0	0.002746894	0	0.003612664	0.000103742	0.0005445	0.333171137	0.326732586	0.010113418	0.007077437	0	0.282311838	0.000985018	0.000555627	0.028772803	0.002865555	0.003578139	0	0.002699078	0.002214312	0	0.007073533	0.006905736	0.000162735	0	0.003816078	0.005740019	0.000307478	0.001236793	0.00774375	0	0.063188597	0	0.072432763
SOSTDC1	0.527857253	0.038553058	0.023879858	0	0.003487473	0.002514752	0.004912651	0	0.136180033	0.000642502	0	0.004428607	0.000609811	0.000573378	0	0	0	0.001199591	0	0	0	0.00043414	0.023353489	0.000869883	0.000391523	0.000240459	0.030582467	0	0	0	0	0	0.000710359	0	0.013043339	0.00033537	0.010466013	0.000496416	0.003290156	0.000658276	0.000448546	0	0.006157744
GFRA1	0	0.439021226	0.232023709	0	0	0	7.04E-05	0.00062128	0.000677023	0.003708738	0	0	0.002444408	0	0	0	0	0.000142202	0.000368577	0.000881864	0.002795291	0.000463859	0.141517488	0.000493749	0.011450408	1.56E-05	0.352870453	0.061472699	0.001139833	0	0.053154449	0	0.375720841	0	0	0.000100843	0	0.000258681	0.000207673	0.252539303	0.000639286	0	0
FBLN5	0.016603606	1.323243642	1.101351735	0.001697323	0.677040439	0.488824657	0.103554956	0.007434076	0.0911256	0.080405205	0.068322502	0.000802959	0.000997802	0.106713119	0.154322591	0.008947265	0.1011683	0.005359788	0.033321813	0.333373713	0.108603504	0.002312574	0.144175733	0.011313137	0.001808507	0.012539261	0.933265203	0.591240766	0.019071906	0	0.038802164	0.00198735	0.967097335	0.058599589	0.135566208	0.025017957	0.137758345	0.098836519	0.208578756	0.122768682	0.02258574	0.240904777	0.036372082
ANGPTL1	0.075533711	0.60092281	0.486797672	0.005612321	0.038042479	0	0.000563751	0	0.000491074	0	0.000117768	0	0.000153588	0.000732623	0	0.042676387	0	0.000834008	0.001151657	0	0	0.001137033	0.185228545	6.51E-05	0.000576239	0.001906962	0.469667313	0.220559248	0	0.002632404	0.052295267	0	0.429608266	0.017808611	0.001623821	0.002408274	0	0.000422599	0.000787182	0.258685196	0.001896523	0	0.088895388
GLP2R	0	0.098952144	0.000825511	0.000257961	0.001012603	0	0.000126094	0	0	0	0	0.003832624	0	0	0	0	0	2.48E-05	0.000248851	0.002295647	0	0	0.018684156	0.000813076	0	0.000173857	0	0.000648538	0	0	0	0	0.021389226	0	0	0.000115837	0	0	0.001180727	0	0	0	0
ADAM33	0	0.459289316	0.214644961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.34E-05	0	0	0.029669461	0.000901962	0.107167418	0.004115072	0	9.12E-05	0.246070259	0.233815721	0	0.018534292	0.122690405	0	0.379680088	0	0	0.000209714	0	0	0.001113391	0.197328056	0	0	0
FAM198A	0	0.25168805	0.13937996	0.000769696	0.013921481	0.001263403	0.001858381	0	0.002698428	0	0	0.01390842	0.014611525	0.002577555	0	0	0	0.008203433	0.000956326	0	0	0	0.036340289	0.024640938	0.00042285	0.00398234	0.074841427	0.234265731	0	0	0.005395533	0	0.100527979	0	0.002526662	0.017213149	0.003175948	0	0.001473379	0.006995197	0.019141119	0	0.007375213
DCLK1	0	0.575121876	0.418850211	0.000635928	0.008696693	0.128830823	0.019718968	0.000485765	0.035649344	0.007849227	0	0	0.000233487	0.007027947	0.07375584	0	0	9.25E-05	0.002928394	0.294689238	0.036294104	0.001748308	0.15715749	0.001454858	0.000965196	0.000826449	0.078077017	0.25203441	0	0	0.085663739	0.023634015	0.40509674	0.090265937	0.042638995	0.001190595	0.102008076	0.100228789	0.069422109	0.027436583	0.001807422	0.172540675	0.001602723
OGN	0	1.295109404	0.710916445	0.000112246	0.0019886	0	0.000840033	0.01128968	0.00160558	0.006816869	0.018496266	0.006787305	0.00283258	0.000569468	0	0	0	0.001751494	0.002063846	0	0.00024554	0.003083518	1.43251436	0.002603245	0.002883781	0.001537266	0.645330667	1.006646498	0.002631792	0.002897594	0.002051882	0.006885671	0.874872627	0	0.005805682	0.005620203	0.000472571	0.00063541	0.003375701	0.062822466	0.00189827	0.007885411	0.00970084
ANGPTL5	0	0.173886833	0.078524806	0	0	0.001876012	0.000340884	0	0	0	0	0.00830123	0	0.00802148	0.001564109	0	0	7.55E-05	0	0	0	0	0.000219597	6.39E-05	0	0	0.01642514	0.003696188	0	0	0.010630653	0	0.047541053	0	0	0	0.001026495	0	0	0.005538368	0	0	0
FIBIN	0	0.592414743	0.365818254	0.000278311	0	0	0.003427814	0	0.002163263	0	0	0	0	0.000104335	0	0	0	0.000257828	0.000840283	0	0	0.000295228	0.097695579	0.000807478	0.012107851	0.000147838	0.315618397	0.543788165	0	0	0.010088681	0	0.321061128	0	0	0	0.002758319	0.000528831	0.000370174	0.035277796	0.000311286	0.011854597	0
TNXB	0.453631114	1.695799831	1.391872427	0.00048162	0.222625982	0.002008563	0.00138187	0	0.014548432	0.003915873	0.001434907	0.00106344	0.003920224	0.014670126	0.01316484	0.283061919	0.227123234	0.002015779	0.001323096	0.004207548	1.041035126	0.00077424	0.979070376	0.000478626	0.001784417	0.001220076	0.841001531	0.286915647	0.001039097	0	0.170242554	0.003849048	1.167618425	0	0.018016661	0.010153375	0.010186427	0.014068733	0.067779584	0.136139154	0.392390258	0.038572951	0.494855013
OSR2	7.37E-05	0.285766618	0.125234688	0.002919718	0	0.009769384	0.000600998	0.005023534	0.001142437	0.000128258	0.000559777	0	0.000366112	0.005362986	0.004564146	0	0	0.006015785	0.000754385	0.007480092	0.001082016	0.002009029	0.003692496	0.002762959	0.003180144	0.00202775	0.13539586	0.230497272	0	0	0.029639129	0.052409755	0.046957962	0	0.003972545	0.001304218	0.010606875	0.001478996	0.005170025	0.009102609	0.000252447	0.003358069	0
FAM180B	0	0.080837427	0.000367047	0.000674289	0	0	0	0	0	0	0	0	0.000596814	0.000235024	0	0	0	0.000311625	0.000982898	0	0	0.000572656	0	0.000444068	0	0.000825074	0	0.004569168	0	0	0	0	0.039336796	0	0	0.001055887	0	0.000150512	0.0004085	0	0	0	0
AC245595.1	0.245644919	0.911568742	0.262786315	0.031743097	0.132527222	0.041364164	0.080534102	0.00088317	0.101337085	0.009941962	0.004149708	0.04225422	0.018988292	0.056518752	0.078571416	0.168510338	0.227062936	0.020736093	0.035097661	0.219090892	0.605514527	0.013327383	0.272413927	0.03690897	0.026921655	0.027275043	0.26189775	0.334207574	0.016769004	0.051526566	0.156584662	0.019561695	0.692226479	0.179148926	0.077118112	0.02650005	0.079032482	0.047740981	0.08272161	0.074844152	0.056379739	0.124635439	0.057623431
OAF	0.021570985	0.913527625	0.37714725	0.005595641	0.052140792	0.009970393	0.01932093	0.001570466	0.137115048	0.010580232	0.027688396	0.046215674	0.026469151	0.005471897	0.03151315	0.033982236	0	0.078755417	0.119933154	0.061696728	0.668138234	0.061140529	0.114622837	0.047952228	0.134016626	0.074713453	0.091369815	0.453998468	0.006350771	0.001666272	0.300227368	0.059064793	0.768997134	0	0.055076706	0.06143241	0.06469521	0.05714127	0.055187476	0.056541597	0.097117988	0.011702163	0.037050851
SPOCK1	0	0.45768117	0.095426057	7.97E-05	0.002933199	0.000611964	0.000496971	0	0	0.001184512	0	0	0.000348246	0.014003934	0.008884066	0	0	0.006093376	0.001086214	0.015770678	0	0.001369366	0.040288455	0.00133398	0.007422924	0.00098537	0.117365344	0.28712421	0	0	0.001480819	0	0.259337776	0.070043152	0	0.000611506	0.000991438	0	0	0	0.003530023	0	0.003219297
LVRN	0	0.074961316	0	0	0.001550465	0	7.48E-05	0	0.000401395	0	0	0	0	7.00E-05	0	0	0	2.01E-05	0	0	0	0.001702441	0.001294202	0	0	5.79E-05	0	0	0	0	0	0	0.003319874	0	0	0	0	0	0	0	0	0	0.001285046
FBN1	0.042326184	1.712106807	1.52698986	0.025333978	0.31665825	0.00515528	0.001376114	0.006045013	0.065835552	0.003920979	0.000389756	0.032841036	0.001892169	0.016751559	0.07616844	0.030166509	0	0.002718787	0.000649242	0.194266913	0.31272824	0.003874938	0.206739216	0.002442527	0.003463288	0.005000581	0.774402465	1.397671612	0.00141295	0	0.497374056	0.001405935	1.150435493	0.009057248	0.035024367	0.009423501	0.072537391	0.156636214	0.014793876	0.228309582	0.287423049	0.010516838	0.307202524
ADH1B	0.004551324	2.21529159	1.892496713	0.005307071	0.003622057	0.014712868	0.005362523	0.014355256	0.011893331	0.002757966	0.010300374	0.005613648	0.003013452	0.006697107	0.004942353	0.008123839	0	0.009344435	0.002006208	0.000574489	0.002235406	0.011108025	1.343448407	0.031899982	0.011024613	0.008877932	0.820623692	0.239445306	0.001819707	0.023172895	0.403542165	0.003945728	1.803219679	0	0.010133692	0.00876772	0.010688267	0.01085551	0.005184956	0.669348243	0.003058252	0	0.002639084
DIO3OS	0.039038496	0.565037984	0.326239064	0	0.072284597	0	0.000329039	0	0.019641146	0	0	0	0.00053926	0	0.00168221	0.074537047	0	0.000295907	0.000166349	0.005045599	0.000372339	0	0.05896419	0.000332151	3.59E-05	0.000294147	0.330141707	0.170565772	0.001365163	0	0.031918809	0.000752072	0.301337741	0	0	0.000504942	0.002050969	0	0.002065911	0.039418009	0.001025832	0.016888465	0.007713173
CHRDL1	0.002040445	1.269453537	0.824734636	0.007797317	0.002148587	0.000544894	0.000313975	0.000675974	0.000412591	0	0.00010999	0	0.001629176	0.000700081	0.00061962	0	0	0.000256853	0.000386905	0	0.613648496	0.00119467	0.649013402	0.000634108	0.000644467	0.000829976	0.366556175	0.172039061	0	0	0.066608093	0.012776864	0.954769904	0	0	0	0	0.000198113	0.000834455	0.005246241	0.000451734	0	0
WNT10B	0	0.15563378	0.003309796	0	0	0	0	0.004316997	0.000161373	0.025492387	0.004817801	0	0.007062941	0	0	0	0	0.000448112	0.003763478	0	0.001220283	0	0.000619629	0.003143013	0.000385431	0.00036332	0	0.015545013	0.001889813	0	0.000994739	0	0.001169436	0	0	0.003730756	0.000236631	0	0	0	0	0	0.000192225
NEGR1	0.000273083	0.565668194	0.319393516	2.65E-05	0.000191574	0	0.009652849	0	0.004556314	0	0	0.013295237	0.021122529	0.079481048	0.095460443	0	0	0.003571773	0.004174261	0.025464255	0	0.00043838	0.005936075	0.03831294	0.00525135	0.001035117	0.12195507	0.210193065	0.003094646	0.074920755	0.078708237	0	0.294367744	0.175915776	0.019571107	0.009143389	0.043006038	0.044415243	0.030469546	0.011074801	0.000314515	0	7.88E-05
ABCA8	0.000764807	1.418717987	0.896489715	0.00163229	0.001327485	0.719716003	0.012468983	0	0.038682093	0.000159919	0	0.00106344	0.000872143	0.002920492	0.021580395	0.005327629	0	0.00074915	0.000359252	0.011498232	0.003726389	0.00130162	0.661711742	0.000866434	0.001278386	0.000365577	0.155118221	0.196810833	0.001773362	0	0.080903014	0	1.063467251	0	0.024552115	0	0.004734347	0.006655571	0.027589596	0.032386115	0.001643984	0.007353943	0.006795293
LINC01028	0	0.206943021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028124316	0	0	0.000136973	0	0.008270911	0	0	0	0	0.061135777	0	0	0	0	0	0	0	0	0	0
MYOC	0	0.352802139	0.015960588	0.000251948	0.000626537	0	8.27E-05	0	0	0	0	0	0.000875326	6.44E-05	0	0	0	0.001658227	0	0	0	0	0.000261172	0.000602275	0	3.95E-05	0.030604067	0.004688478	0	0	0	0	0.229630353	0	0	0	0	0	0	0.002331929	9.82E-05	0	0.000202718
GSTM5	0.000144262	0.681628093	0.391322197	0.001377429	0.001375262	0.009635769	0.000581111	0	0.001802351	0	0	0.001316918	0.001115489	7.35E-05	0.002250844	0	0	0.001290325	0.002679273	0	0.006084801	0.076629501	0.010996549	0.002132461	0.000237647	0.000759357	0.273818091	0.219169554	0.001284805	0.024631266	0.064233663	0	0.407574443	0	0	0.00113321	0.001091283	0.005000863	0	0.131988586	0.001333509	0.001721153	0
FBLN2	0.022199299	1.875947721	1.485308317	0.001105888	0.602267643	0.005712785	0.000524653	0.062890718	0.110847636	0.009846137	0.001635617	0.014126382	0.020575461	0.003891446	0.032330235	0	0	0.002562842	0.000944829	0.168557521	0.078528852	0.151217526	0.121435726	0.013810451	0.00141461	0.001091402	0.248229585	0.914071809	0.0026297	0.002057068	0.009002999	0	1.035799524	0	0.039682148	0.009842777	0.100426997	0.015523096	0.043574329	0.012596124	0.498385358	0.009190272	0.229267895
AOX1	0	0.961076059	0.348190606	0.000275989	0.002514029	0	0.001971068	0	0.013955636	0.002568124	9.81E-05	0	0.000767068	0.000767208	0.006266655	0	0	0.000576655	0.00107464	0	0.000521761	0.000465435	0.79330404	0.002537519	0.001053345	0.00094823	0.130703921	0.093665807	0.000570987	0	0.013567472	0	0.681442776	0	0	0.000956489	0.008383482	0.003979601	0.002809712	0.009243844	0.000401071	0	0.000407349
PODN	0.003137182	1.696979647	1.060645315	0.000161132	0.01597236	0.000483103	0.006959467	0	0.000598568	0.004015979	0.007056348	0.003541172	0.001580757	0.000792304	0	0	0	0.000477565	0.007633451	0.00668712	0.000743668	0.000235767	0.721122938	0.0013071	0.001030684	0.000667475	0.965870446	0.850149048	0.035641353	0	0.1561629	0	1.224810939	0	0.002598811	0.001845093	0.002390751	0.00516156	0.002863902	0.343552696	0.00539136	0.005793385	0.003493278
ABCA10	0	0.484268171	0.226524261	0.000156651	0	0.028449735	0.011452292	0.000816438	0.014046194	0.000514891	0.000211673	0	0.007654134	0.044414194	0.018358901	0	0	0.000668807	0.00128303	0	0.003247845	0.001085225	0.015081432	0.00094709	0.000505593	0.000808835	0.022723293	0.072816398	0.003201856	0.021642965	0.018181589	0.006519718	0.336725661	0	0.004793801	9.56E-05	0.017083244	0.015084361	0.00705787	0.004527863	0.004092617	0.00324355	0
OMD	0	0.635070687	0.293400508	0.000292389	0.032944842	0	0.0001627	0	0.003692507	0	0.000796574	0.00183793	0.000562691	0.000269483	0	0	0	0.001761102	0.001439924	0.000560902	0	0.000317304	0.144227119	0.00023429	0.000419379	0.00037975	0.107838898	0.397922952	0.000534665	0	0	0.00048323	0.215451547	0	0.001623821	0.001486546	0.000671926	0.000187875	0.000526914	0.002996879	0.000528447	0	0.062835746
C1QTNF3	0.020820764	0.627540625	0.077214888	0.002530987	0.009046262	0.002626759	0.008815829	0	0.002921636	0.000701036	0.002089733	0	0.003841624	0.016929049	0.016590376	0.018724169	0	0.001395815	0.000869438	0.004698688	0.005255085	0.005515451	0.037737355	0.002654598	0.001358215	0.002148667	0.042149175	0.493946839	0.009932712	0	0	0.005731142	0.226372599	0	0.02487402	0.007074016	0.007455246	0.007382951	0.012754517	0.007279779	0.0010748	0.006061602	0.014222472
HTRA3	0.000153346	1.010256944	0.554016314	0	0.032175513	0.006287197	0.00085248	0.010908605	0.00561924	0.003483786	0.001157234	0	0.000837295	0.000400648	0.003119669	0	0	0.001304994	0.015407374	0.0051114	0.002956732	0.001385741	0.001453707	0.000352525	0.000943815	0.001926849	0.091233979	0.707707623	0	0	0.092077462	0	0.438475778	0	0	0.007011802	0.002436049	0	0.000470828	0.006646459	0.002177033	0.001149688	0.011993464
